user_id,course_id,rating,reviewcount,skills,level,certificatetype,duration,crediteligibility
43,45,4.21,92,Skill8,Intermediate,Certificate,3-6 Months,True
47,36,3.48,17,Skill4,Advanced,None,2-4 Weeks,True
53,20,3.56,40,Skill8,Beginner,None,2-4 Weeks,True
4,2,3.1,16,Skill19,Advanced,None,3-6 Months,True
69,11,2.62,77,Skill1,Advanced,Certificate,1-2 Weeks,False
42,32,3.85,94,Skill22,Advanced,Certificate,1-2 Months,False
86,44,2.27,20,Skill0,Beginner,None,2-4 Weeks,False
15,14,1.21,33,Skill24,Beginner,None,1-2 Weeks,True
93,1,1.88,68,Skill43,Advanced,Certificate,2-4 Weeks,True
48,50,3.78,26,Skill40,Intermediate,Certificate,2-4 Weeks,False
5,35,3.29,87,Skill4,Intermediate,None,3-6 Months,False
39,38,1.45,12,Skill49,Advanced,Certificate,2-4 Weeks,True
81,42,3.37,21,Skill34,Beginner,None,1-2 Months,False
41,38,3.04,31,Skill10,Advanced,Certificate,2-4 Weeks,False
16,19,1.38,40,Skill26,Advanced,Certificate,1-2 Weeks,False
71,18,3.93,69,Skill25,Advanced,Certificate,1-2 Weeks,False
9,2,3.78,74,Skill29,Advanced,Certificate,1-2 Weeks,False
14,26,3.33,5,Skill5,Intermediate,None,1-2 Months,False
5,4,3.88,67,Skill35,Beginner,Certificate,3-6 Months,True
42,25,1.35,92,Skill1,Intermediate,None,3-6 Months,True
31,26,2.64,37,Skill43,Beginner,Certificate,3-6 Months,True
95,47,1.59,30,Skill22,Intermediate,None,3-6 Months,False
2,18,2.02,64,Skill14,Intermediate,None,2-4 Weeks,True
30,10,2.4,42,Skill43,Beginner,None,1-2 Weeks,False
13,39,4.29,73,Skill33,Intermediate,None,1-2 Weeks,False
50,29,2.86,32,Skill36,Beginner,None,1-2 Weeks,False
40,39,2.78,83,Skill11,Advanced,None,2-4 Weeks,False
23,3,3.9,50,Skill40,Advanced,None,3-6 Months,True
17,27,3.36,38,Skill43,Beginner,Certificate,1-2 Months,True
9,41,1.36,22,Skill0,Beginner,None,1-2 Months,True
32,50,4.7,4,Skill3,Beginner,Certificate,2-4 Weeks,True
97,41,4.19,46,Skill13,Intermediate,None,2-4 Weeks,False
62,24,4.44,62,Skill12,Intermediate,Certificate,2-4 Weeks,True
82,5,3.43,80,Skill22,Advanced,None,2-4 Weeks,False
61,33,2.19,31,Skill47,Advanced,None,3-6 Months,False
2,40,1.61,14,Skill45,Advanced,None,2-4 Weeks,False
67,23,3.45,27,Skill24,Beginner,None,1-2 Weeks,True
28,46,3.37,86,Skill35,Advanced,Certificate,1-2 Weeks,False
2,37,3.25,54,Skill3,Beginner,None,2-4 Weeks,False
32,30,3.25,35,Skill31,Beginner,Certificate,2-4 Weeks,False
19,6,1.19,70,Skill40,Beginner,None,3-6 Months,True
77,31,1.65,49,Skill48,Intermediate,None,2-4 Weeks,True
64,14,1.24,86,Skill39,Intermediate,None,3-6 Months,True
45,34,3.1,74,Skill3,Advanced,None,1-2 Weeks,True
46,15,1.6,23,Skill36,Advanced,Certificate,2-4 Weeks,False
16,15,1.57,52,Skill46,Beginner,None,1-2 Months,False
83,26,1.77,66,Skill46,Advanced,None,3-6 Months,True
7,21,1.36,10,Skill44,Beginner,Certificate,1-2 Weeks,False
91,13,3.91,93,Skill39,Advanced,Certificate,1-2 Months,False
99,13,3.31,75,Skill18,Beginner,Certificate,2-4 Weeks,True
97,40,2.08,84,Skill49,Advanced,Certificate,3-6 Months,False
14,31,4.52,42,Skill36,Beginner,Certificate,1-2 Months,True
8,29,3.35,35,Skill25,Intermediate,None,1-2 Months,True
96,33,4.07,70,Skill1,Intermediate,None,1-2 Weeks,False
80,16,2.11,53,Skill13,Beginner,Certificate,2-4 Weeks,True
90,18,4.84,65,Skill23,Advanced,Certificate,2-4 Weeks,True
72,11,2.51,35,Skill39,Intermediate,None,1-2 Weeks,True
57,13,3.72,77,Skill1,Advanced,Certificate,1-2 Weeks,True
62,34,3.09,40,Skill18,Intermediate,None,2-4 Weeks,False
36,21,4.64,39,Skill42,Intermediate,None,2-4 Weeks,False
57,27,1.13,93,Skill24,Advanced,Certificate,3-6 Months,False
44,16,2.58,71,Skill20,Advanced,None,1-2 Months,False
37,30,1.2,6,Skill27,Beginner,Certificate,3-6 Months,True
71,15,1.43,66,Skill11,Intermediate,None,3-6 Months,True
9,44,3.1,37,Skill23,Intermediate,None,3-6 Months,False
71,28,4.53,63,Skill0,Beginner,Certificate,1-2 Months,False
52,17,3.16,13,Skill26,Advanced,Certificate,1-2 Months,False
8,41,4.56,48,Skill32,Intermediate,None,2-4 Weeks,True
37,18,4.0,47,Skill48,Beginner,Certificate,1-2 Months,False
72,47,1.26,67,Skill41,Beginner,Certificate,1-2 Weeks,True
1,47,3.56,60,Skill10,Beginner,Certificate,1-2 Months,False
4,36,3.0,4,Skill44,Intermediate,None,2-4 Weeks,False
88,24,4.28,35,Skill21,Intermediate,None,2-4 Weeks,True
48,2,3.75,40,Skill0,Advanced,Certificate,3-6 Months,True
93,43,1.12,93,Skill12,Advanced,None,2-4 Weeks,True
14,48,3.2,6,Skill0,Advanced,None,2-4 Weeks,False
32,29,3.51,32,Skill44,Advanced,Certificate,1-2 Months,False
59,18,2.89,34,Skill15,Beginner,None,1-2 Weeks,True
10,24,2.53,39,Skill44,Beginner,None,1-2 Months,True
29,25,1.3,70,Skill44,Beginner,None,3-6 Months,False
100,23,2.77,79,Skill34,Beginner,None,1-2 Weeks,False
29,29,3.72,57,Skill44,Beginner,Certificate,1-2 Months,False
70,12,2.19,50,Skill34,Beginner,None,1-2 Months,False
30,39,4.34,60,Skill28,Beginner,Certificate,1-2 Weeks,False
42,12,3.86,13,Skill49,Beginner,Certificate,1-2 Weeks,False
69,9,3.71,10,Skill26,Beginner,None,2-4 Weeks,False
73,1,3.52,15,Skill3,Advanced,Certificate,1-2 Months,True
29,6,3.62,16,Skill24,Intermediate,None,3-6 Months,False
63,38,2.13,28,Skill11,Beginner,None,2-4 Weeks,False
64,7,3.27,62,Skill32,Beginner,Certificate,1-2 Months,False
